location	latitude	longitude	bearing
dorney_finish	51.48932732507143	-0.6528421418723195	307.29264984119044
dorney_500m	51.49205161437736	-0.6585876345618131	307.29264984119044
dorney_1k	51.49477562294247	-0.6643338139442452	307.29264984119044
dorney_1.5k	51.49749935070581	-0.6700806800979169	307.29264984119044
dorney_1.9k	51.49967813069823	-0.6746786675487528	307.29264984119044
dorney_2k	51.500222797606405	-0.67582823310111	307.29264984119044
