location	latitude	longitude	bearing
start	51.461398172524824	-0.9455592979289794	44.51006503244349
500m	51.46460471321316	-0.9404994529495201	44.51006503244349
1km	51.467811036115336	-0.9354388968526993	44.51006503244349
1.5km	51.47101714117572	-0.930377629505215	44.51006503244349
finish	51.47420259934778	-0.9253479107461384	44.51006503244349
